BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
1,"3881222537","Bachmair1985","Bachmair, Ben; Mikos, Lothar; Rogge, Jan-Uwe; Müller-Doohm, Stefan; Theunert, Helga; Diezinger, Angelika; Kübler, Hans-Dieter & Beyer, Lothar","Qualitative Medien- und Kommunikationsforschung. Werkstattberichte","",,,"","",1985,"Kassel","","","","","","","Bachmair, Ben; Mohn, Erich & Müller-Doohm, Stefan","Gesamthochsch.-Bibliothek","","","Gesamthochschule Kassel, Fachbereich Erziehungswissenschaft, Humanwissenschaften","","","","","Publications by MedienpÃ¤dagogik Uni Kassel","culture, education, media, Medienpädagogik","",""
1,"","GVK039647102","Poll, {Roswitha}","Literatur zu Umweltschutz und Umweltforschung","",,9,"","",1975,"Erlangen","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+039647102&sourceid=fbw_bibsonomy","","","","Schriften der Universitätsbibliothek Erlangen-Nürnberg","","Univ.-Bibliothek","","","","","","","","","industrielle_Wasserwirtschaft, Wasseraufbereitung, Siedlungswasserwirtschaft, Umweltschutz, Umweltschutz:_Allgemeines, Bibliographie, Abwassertechnik, Umweltforschung, Katalog, Erlangen_/_Universitätsbibliothek","",""
10,"","baumgartner2006wahrnehmung","Baumgärtner, Ingrid","Die Wahrnehmung Jerusalems auf mittelalterlichen Weltkarten","",,,"","",2006,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2006053112651","","","","","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
10,"","baumgartner2008expediat","Baumgärtner, Ingrid","An expediat habere multos libros","",,,"","",2008,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2008060421859","","","","","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
10,"","baumgartner2007lebensraume","Baumgärtner, Ingrid","Lebensräume von Frauen","",,,"","",2007,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2007020617089","","","","","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
10,"","baumgartner2007rechtsprechung","Baumgärtner, Ingrid","Rat bei der Rechtsprechung","",,,"","",2007,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2007020617077","","","","","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
10,"","baumgartner2006kommunale","Baumgärtner, Ingrid","Kommunale Bauplanung in Rom","",,,"","",2006,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2006120516118","","","","","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
10,"","baumgartner2007reiseberichte","Baumgärtner, Ingrid","Reiseberichte und Karten","",,,"","",2007,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2007010416502","","","","","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
7,"","Gießelmann-1989-Strukturierung","Geißelmann, F.","Zur Strukturierung der Schlagwortnormdatei","Buch und Bibliothek",41,,"","428-429",1989,"","","","","","","","","","","","","","","","","","Schlagwortnormdatei, wismasys0809, Strukturierung","",""
7,"","Pohl:2006","Pohl, Marianne & Schubert, Eva","Wenn - dann 100 Prozent","Buch und Bibliothek",58,,"","53-55",2006,"","","","","","","","","","","","","","","","","RFID in Libraries (Bibliotheken) Bibliography","RFID","",""
7,"","Schreiner1975","Schreiner, Klaus","Bücher, Bibliotheken und \textitGemeiner Nutzen im Spätmittelalter und in der Frühneuzeit. Geistes- und Sozialgeschichtliche Beiträge zur Frage der \textitUtilitas Librorum","Bibliothek und Wissenschaft",,9,"","202-249",1975,"","","","","","","","","","","","","","","","","","1587","",""
7,"","Hapke.2007f","Hapke, Thomas","Informationskompetenz 2.0 und das Verschwinden des ''Nutzers''","Bibliothek . - M\"unchen : Saur",31,2,"","137-148",2007,"","","","","","","","","","","","","","","","","","imported","",""
7,"","Ludtke2001","Ludtke, H","Taking the reference desk to cyberspace","Buch und Bibliothek",53,9,"","544--552",2001,"","","","","","","","","","","","","","","","","","Servicios_digitales, Referencia","",""
7,"","gasser_wenn_2018","Gasser, Michael; Wanger, Regina & Prada, Ismail","Wenn Algorithmen Zeitschriften lesen","o-bib. Das offene Bibliotheksjournal / Herausgeber VDB",5,4,"December","181--192",2018,"","","https://www.o-bib.de/article/view/5382","","","","","","","","","","","","","In Zusammenarbeit mit dem Institut für Computerlinguistik der Universität Zürich (ICL UZH) lancierte die ETH-Bibliothek Zürich ein Pilotprojekt im Bereich automatisierter Textanreicherung. Grundlage für den Piloten bildeten Volltextdateien der Schweizer Zeitschriftenplattform E-Periodica. Anhand eines ausgewählten Korpus dieser OCR-Daten wurden mit automatisierten Verfahren Tests in den Bereichen OCR-Korrektur, Erkennung von Personen-, Orts- und Ländernamen sowie Verlinkung identifizierter Personen mit der Gemeinsamen Normdatei GND durchgeführt. Insgesamt wurden sehr positive Resultate erzielt. Das verwendete System dient nun als Grundlage für den weiteren Kompetenzausbau der ETH-Bibliothek auf diesem Gebiet. Das gesamte bestehende Angebot der Plattform E-Periodica soll automatisiert angereichert und um neue Funktionalitäten erweitert werden. Dies mit dem Ziel, Forschenden einen Mehrwert bei der Informationsbeschaffung zu bieten. Im vorliegenden Beitrag werden Projektinhalt, Methodik und Resultate erläutert sowie das weitere Vorgehen skizziert.","","texttechnologie","",""
10,"","regulski:2008","Regulski, Katharina","Aufwand und Nutzen beim Einsatz von Social-Bookmarking-Services als Nachweisinstrument f\"ur wissenschaftliche Forschungsartikel","",,,"","",2008,"","","http://www.bibliothek-saur.de/preprint/2007/ar2460\_regulski.pdf","","","","","","","","","","","","","Autoren wissenschaftlicher Artikel stehen unterschiedliche Wege bei der Recherche nach Hintergrundmaterial zu ihren Projekten zur Verf\"{u}gung. Dass Social-Bookmarking-Dienste, die als Teil des Web 2.0 (O'Reilly, 2005) und der Bibliothek 2.0 (Danowski, 2006) genannt werden, eine sinnvolle Erg\"{a}nzung zu den herk\"{o}mmlichen Nachweisdatenbanken sein k\"{o}nnen, soll der vorliegende Artikel zeigen.","Aufwand und Nutzen beim Einsatz von Social-Bookmarking-Services als Nachweisinstrument für wissenschaftliche Forschungsartikel","reference-management, bibsonomy, social-bookmarking","",""
1,"3922602169","GVK121282562","","Innovation for information","",,16,"","",1992,"Essen","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+121282562&sourceid=fbw_bibsonomy","","","","Veröffentlichungen der Universitätsbibliothek Essen","Weiss, {Joachim W.}","Univ.-Bibliothek","","","","","","","","","Bibliotheksverwaltung, Innovation, Bibliotheksarten, Bibliothekswesen, Dokumentationswesen:_Allgemeines, IuD-Einrichtungen:_Allgemeines","",""
1,"3881220216","GVK024214639","Hampicke, {Ulrich}","Landwirtschaft und Umwelt","",,,"","",1977,"Kassel","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+024214639&sourceid=fbw_bibsonomy","","","","Urbs et regio","","Gesamthochsch.-Bibliothek","","","","","","","","","imported","",""
3,"3922602126","GVK017226910","","The impact of CD-ROM on library operations and universal availability of information","",,11,"","",1989,"Essen","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+017226910&sourceid=fbw_bibsonomy","","","","International Essen symposium","Helal, {Ahmed H.}","Univ.-Bibliothek","","","","","","","","","imported","",""
5,"3881222537","Bachmair1985b","Bachmair, Ben","Ein Umschreibungsverfahren zur Entdeckung von Fernsehspuren im Handeln von Kindern","",,,"","93--121",1985,"Kassel","","","Qualitative Medien- und Kommunikationsforschung - Werkstattberichte","","","","Bachmair, Ben; Mohn, Erich & Müller-Doohm, Stefan","Gesamthochsch.-Bibliothek","","","Gesamthochschule Kassel, Fachbereich Erziehungswissenschaft, Humanwissenschaften","","","","","Publications by MedienpÃ¤dagogik Uni Kassel","culture, education, media, Medienpädagogik","",""
10,"","baumgartner2005visualisierte","Baumgärtner, Ingrid","Visualisierte Weltenräume","",18,,"","",2005,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2008020420253","","","","Scrinium Friburgense","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
10,"","baumgartner2006fursprache","Baumgärtner, Ingrid","Fürsprache, Rat und Tat, Erinnerung","",,,"","",2006,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2006100914943","","","","","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
10,"","baumgartner2006gerichtspraxis","Baumgärtner, Ingrid","Gerichtspraxis und Stadtgesellschaft","",,,"","",2006,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2006100914916","","","","","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
10,"","baumgartner2007reich","Baumgärtner, Ingrid","Das Reich der Staufer","",,,"","",2007,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2007020617092","","","","","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
1,"978-3-927115-72-9","nagel_265_2012","","265 Jahre Universitätsbibliothek Braunschweig, 65 Jahre Dietmar Brandes","",,H. 16,"","",2012,"Braunschweig","","","","","","Veröffentlichungen der {Universitätsbibliothek} {Braunschweig}","Nagel, Beate; Brandes, Dietmar & Braunschweig, Universitätsbibliothek","Univ.-Bibliothek","","","","","","","","","bibliotheken","",""
1,"","carsten_kther_menschen_1983","Küther, Carsten","Menschen auf der Straße","",,,"","",1983,"Göttingen","","","","","","","","Vandenhoeck \& Ruprecht","","","","","","","","","Hit_der_Geschichtswissenschaft, Geschichte-Deutschland-18._Jhd., Geschichte-Deutschland-19._Jhd.","",""
1,"","peter_weingart_rasse_1988","Weingart, Peter; Kroll, Jürgen & Bayertz, Kurt","Rasse, Blut und Gene – Geschichte der Eugenik und Rassenhygiene in Deutschland","",,,"","",1988,"Frankfurt am Main","","","","","","","","Suhrkamp","","","","","","","","","Hit_der_Geschichtswissenschaft","",""
1,"","alexander_sinowjew_lichte_1979","Sinowjew, Alexander","Lichte Zukunft","",,,"","",1979,"Zürich","","","","","","","","Diogenes","","","","","","","","","Literatur-Russland-20._Jhd.-Sowjetunion, Literatur-Russland-20._Jhd.-Sowjetunion-Dissidenten, Geschichte-Russland-20._Jhd.-Sowjetunion-1970er-80er_Jahre-Dissidenten","",""
1,"","Lipp04-FCT","Lipponen, Lasse & Lallimo, Jiri","From Collaborative Technology to Collaborative Use of Technology: Designing Learning Oriented Infrastrucutres","",,,"","",2004,"","","","","","","","","Routlede, part of teh Taylor \& Francis Group","","","","","","","","","IMTM-Bibliothek","",""
1,"","mile_zola_thrse_1988","Zola, Émile","Thérèse Raquin","",,,"","",1988,"{Berlin/Ost}","","","","","2","","","Das Neue Berlin","","","","","","","","","Literatur-Frankreich-19._Jhd., Literatur-Frankreich, Literatur-Genre-Krimi_und_Thriller-Frankreich","",""
1,"","willi_bredel_rosenhofstrae_1975","Bredel, Willi","Rosenhofstraße - Roman einer Hamburger Arbeiterstraße","",1,,"","",1975,"Berlin / Weimar","","","","","2","Gesammelte Werke in Einzelausgaben","","Aufbau Verlag","","","","","","","","","{Sozialistische\_Literatur}, Quelle,, {Hitquelle\_für\_Geschichtsschreibung,}","",""
1,"","jrgen_zimmerer_vlkermord_2004","","Völkermord in Deutsch-Südwestafrika - Der Kolonialkrieg (1904-1918) in Namibia und seine Folgen","",,,"","",2004,"Berlin","","","","","2","","Zimmerer, Jürgen & Zeller, Joachim","Ch. Links","","","","","","","","","Geschichte-Deutschland-20._Jhd.-Jahrhundertwende_19.-20._Jhd., Kolonialismus,, {Kolonialismus-Deutschland}","",""
1,"","sergei_eisenstein_sergei_1960","Eisenstein, Sergei","Sergei Eisenstein - Ausgewählte Aufsätze","",,,"","",1960,"{Berlin/Ost}","","","","","","","Jurenew, R.","Henschelverlag","","","","","","","","","{Sergej\_Michailowitsch\_Eisenstein}, {Filmgeschichte-Russland-Sowjetunion,}, Filmgeschichte,, {Filmgeschichte-Russland-Sowjetunion-1920er-30er\_Jahre,}","",""
1,"","sergio_moravia_beobachtende_1977","Moravia, Sergio; Lepenies, Wolf & Ritter, Henning","Beobachtende Vernunft - Philosophie und Anthropologie in der Aufklärung","",,,"","",1977,"Frankfurt am Main / Berlin / Wien","im it. Org. u. d. T.: La Scienza {dell'Uomo} nel Settecento, Bari: Laterza \& Figli 1970

mit Einverständnis des Autors leicht gekürzt","","","","","Anthropologie","","Ullstein","","","","","","","","","Anthropologie, Anthropologiekritik","",""
6,"9783180921","diverse_internationaler_2012","diverse; {\{VDI} Society Product; Process Design\} & {\{Internationaler} {VDI-Kongress} Getriebe in Fahrzeugen 2012 Friedrichshafen, 19. und 20.06.2012\}","Internationaler VDI-Kongress Getriebe in Fahrzeugen 2012 – International VDI Congress Drivetrain for vehicles 2012","",,,"","",2012,"","","","","","","","{GmbH}, {VDI} Wissensforum","{VDI} Verlag {GmbH}, Düsseldorf","","","","","","","Solutions and approaches around vehicle driveline-technology. In 2012 the scope of vehicles covers passenger cars and construction/agricultural machines (construction and agricultural machines are covered by the connected conference "transmissions for mobile machines"). The connected conference "production of transmissions for the automotive industry" covers latest production technology. Within the {VDI-Congress} of 2012 you will find latest answers and solutions for concepts for automatic transmissions, automated manual and purely manual transmissions, efficiency-increasing measures, hybrid-drives, electric mobility, driveline-components, clutches and operation strategies, lightweight design, reduction of vibrations, development- and test-methods.","","construction,, Fahrzeugen,, in, clutch,, {VDI-Kongress}, simulation,, transmission,, Getriebe, for, lightweight, E-drive,, manual, tribology,, {VDI-Berichte},, hybrid,, dual, transmission, integration,, efficiency,, vehicles,, Drivetrain, control,","",""
10,"","regulski:2008","Regulski, Katharina","Aufwand und Nutzen beim Einsatz von Social-Bookmarking-Services als Nachweisinstrument f\"ur wissenschaftliche Forschungsartikel","",,,"","",2008,"","","http://www.bibliothek-saur.de/preprint/2007/ar2460\_regulski.pdf","","","","","","","","","","","","","Autoren wissenschaftlicher Artikel stehen unterschiedliche Wege bei der Recherche nach Hintergrundmaterial zu ihren Projekten zur Verf\"{u}gung. Dass Social-Bookmarking-Dienste, die als Teil des Web 2.0 (O'Reilly, 2005) und der Bibliothek 2.0 (Danowski, 2006) genannt werden, eine sinnvolle Erg\"{a}nzung zu den herk\"{o}mmlichen Nachweisdatenbanken sein k\"{o}nnen, soll der vorliegende Artikel zeigen.","BibSonomy :: publication :: Aufwand und Nutzen beim Einsatz von Social-Bookmarking-Services als Nachweisinstrument f�r wissenschaftliche Forschungsartikel","referencemanagement, socialbookmarking, bibsonomy","",""
10,"","lorenzen1997literaturverzeichnis","Lorenzen, Klaus F.","Das Literaturverzeichnis in wissenschaftlichen Arbeiten : Erstellung bibliographischer Belege nach DIN 1505 Teil 2","",,,"","23",1997,"","","http://www.bui.haw-hamburg.de/fileadmin/redaktion/diplom/Lorenzen__litverz.pdf","","","","","","","","","FB Bibliothek und Information","","FH Hamburg","","","","Zitationsstil","",""
1,"","arno_klnne_jugend_2003","Klönne, Arno","Jugend im Dritten Reich. Die Hitlerjugend und ihre Gegner","",,,"","",2003,"Köln","","","","","","","","{PapyRossa}","","","","","","","","","Geschichte-Deutschland-20._Jhd.-1933-1945-NS, Hitlerjugend, Jugendkulturen, Jugendbewegungen","",""
1,"","lo_malet_stoff_1985","Malet, Léo","Stoff für viele Leichen","",,2. Arrondissement,"","",1985,"{Bühl-Moos}","fr. Org. u. d. T.: Des kilomètres de linceuls, Paris {"Edition} Fleuve Noir, Paris","","","","","Malets Geheimnisse von Paris","","Elster","","","","","","","","","Kriminalliteratur,, {Literatur-Frankreich,}, {Literatur-Frankreich-20.\_Jhd.,}, Literatur-Genre-Krimi_und_Thriller-Frankreich, {Literatur-Thema-Antisemitismus}","",""
5,"","egon_erwin_kisch_die_1969","Kisch, Egon Erwin","Die Mutter des Mörders","",3,,"","165--174",1969,"Berlin","","","Wer ist schuld?","","","Die deutsche Kriminalerzählung von Schiller bis zur Gegenwart","{Greiner-Mai}, Herbert & Kruse, {Hans-Joachim}","Das Neue Berlin","","","","","","","","","Quellenkritik, Literatur-Deutschland-20._Jhd.-1945-1989, Hit_der_Geschichtswissenschaft, Presse, Literatur-Deutschland, Medienethik-Berichterstattung, Kriminalliteratur","",""
10,"","baumgartner2006kartographischen","Baumgärtner, Ingrid","Die Welt im kartographischen Blick","",,,"","",2006,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2007102919524","","","","","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
10,"","baumgartner2006nordhessische","Baumgärtner, Ingrid","Nordhessische Identität und überregionale Integration","",,,"","",2006,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2006100914939","","","","","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
10,"","baumgartner2007biblical","Baumgärtner, Ingrid","Biblical, mythical, and foreign women in the texts and pictures on medieval world maps","",,,"","",2007,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2007010416511","","","","","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
10,"","baumgartner2006biblische","Baumgärtner, Ingrid","Biblische, mythische und fremde Frauen","",,,"","",2006,"Kassel","","http://nbn-resolving.org/urn/resolver.pl?urn=urn:nbn:de:hebis:34-2006120516107","","","","","","Univ.-Bibliothek","","","","","","","","UB Kassel","mittelalter","",""
1,"3881221824","Bachmair1984a","Bachmair, Ben","Symbolische Verarbeitung im Handlungszusammenhang. Fortlaufende Beobachtungen während eines Unterrichtsprojekts","",,2,"","",1984,"Kassel","","","","","","Symbolische Verarbeitung von Fernseherlebnissen in assoziativen","","Gesamthochsch.-Bibliothek","","","","","","","","Publications by MedienpÃ¤dagogik Uni Kassel","culture, education, media, Medienpädagogik","",""
1,"3881221670","GVK022052399","","Das Informationsinteresse der Verbraucher","",,,"","",1983,"Kassel","","http://gso.gbv.de/DB=2.1/CMD?ACT=SRCHA&SRT=YOP&IKT=1016&TRM=ppn+022052399&sourceid=fbw_bibsonomy","","","","Schriften der Arbeitsgruppe für Verbraucherwirtschaft an der (GhK) - Universität des Landes Hessen -","Ptak, {Horst-Günter}","Gesamthochschul-Bibliothek","","","","","","","","","Marketing","",""
7,"","Niesner:2004","Niesner, Stefan","Bestandrevision mit dem Lesestift","Buch und Bibliothek",3,,"","216-222",2004,"","","","","","56","","","","","","","","","","","RFID in Libraries (Bibliotheken) Bibliography","Inventur, Medienidentfikation, RFID","",""
7,"","Dannenberg99","Dannenberg, Detlev","Der schlaue Det. Ein Library-skills-online-tutorial","Buch und Bibliothek",51,1,"","44-48",1999,"","","http://www.det.informationskompetenz.net/artikel/bubdet.pdf","","","","","","","","","","","","","","","dannenberg","",""
7,"","HellerBUB2009","Lambert, Heller","Warum Wissenschaftler nicht mehr einfach nur publizieren / Beobachtungen anhand aktueller digitaler Trends","Buch und Bibliothek",61,4,"","264-266",2009,"","","","","","","","","","","","","","","","Beobachtungen anhand aktueller digitaler Trends Es ist schon oft und mit Recht gesagt worden, dass die derzeitigen Entwicklungen des wissenschaftlichen Publizierens den Begriff der Publikation selbst unscharf werden lassen. Lambert Heller beleuchtet, wie es für Wissenschaftler trotzdem oder gerade deshalb möglich und naheliegend wird, Interessierte in ihre digitalen Werkstätten und Labors einzuladen.","","imported, myown","",""
